STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude
35,5,New Mexico,Chaves County,Chaves County,64689,-104.4668796,33.36331807
35,49,New Mexico,Santa Fe County,Santa Fe County,150056,-105.9765448,35.50650839
6,59,California,Orange County,Orange County,3185968,-117.7761462,33.6769131
4,23,Arizona,Santa Cruz County,Santa Cruz County,46511,-110.8465712,31.52600098
37,53,North Carolina,Currituck County,Currituck County,27072,-75.9369492,36.36729949
17,101,Illinois,Lawrence County,Lawrence County,15765,-87.72672984,38.71994802
18,67,Indiana,Howard County,Howard County,82366,-86.11693073,40.48358562
18,125,Indiana,Pike County,Pike County,12410,-87.23216431,38.39878324
21,47,Kentucky,Christian County,Christian County,71671,-87.49038057,36.89418075
26,45,Michigan,Eaton County,Eaton County,109826,-84.83831484,42.59606978
19,179,Iowa,Wapello County,Wapello County,35205,-92.40944989,41.03058454
6,25,California,Imperial County,Imperial County,181827,-115.3653197,33.039506
26,27,Michigan,Cass County,Cass County,51653,-85.99345775,41.91540033
28,157,Mississippi,Wilkinson County,Wilkinson County,8792,-91.31091792,31.16106746
2,282,Alaska,Yakutat City and Borough,Yakutat City and Borough,604,-141.0949885,59.54746494
20,179,Kansas,Sheridan County,Sheridan County,2533,-100.4418324,39.35035777
28,79,Mississippi,Leake County,Leake County,22763,-89.52401585,32.753517
72,25,NA,NA,Caguas Municipio,NA,-66.05076543,18.21191478
72,27,NA,NA,Camuy Municipio,NA,-66.86263497,18.44307654
28,25,Mississippi,Clay County,Clay County,19386,-88.78157617,33.65566661
28,37,Mississippi,Franklin County,Franklin County,7788,-90.89785012,31.47714533
28,99,Mississippi,Neshoba County,Neshoba County,29125,-89.11757283,32.75349657
46,45,South Dakota,Edmunds County,Edmunds County,3875,-99.21532576,45.4187968
72,119,NA,NA,Río Grande Municipio,NA,-65.8002433,18.37555586
1,35,Alabama,Conecuh County,Conecuh County,12277,-86.99367432,31.42926524
18,29,Indiana,Dearborn County,Dearborn County,49568,-84.97325761,39.14519253
18,71,Indiana,Jackson County,Jackson County,44111,-86.03754135,38.90641749
28,81,Mississippi,Lee County,Lee County,85202,-88.68041618,34.28988807
22,125,Louisiana,West Feliciana Parish,West Feliciana Parish,15460,-91.42002868,30.87977273
5,35,Arkansas,Crittenden County,Crittenden County,48342,-90.30886071,35.20794199
12,63,Florida,Jackson County,Jackson County,48305,-85.21545962,30.79539105
48,125,Texas,Dickens County,Dickens County,2249,-100.7788607,33.61661211
51,115,Virginia,Mathews County,Mathews County,8802,-76.27128653,37.41731089
38,75,North Dakota,Renville County,Renville County,2374,-101.6577839,48.71906662
48,283,Texas,La Salle County,La Salle County,7531,-99.09966269,28.3450693
36,67,New York,Onondaga County,Onondaga County,461809,-76.19464193,43.00579536
19,87,Iowa,Henry County,Henry County,20067,-91.54453455,40.98797122
31,83,Nebraska,Harlan County,Harlan County,3401,-99.40464408,40.17649576
30,75,Montana,Powder River County,Powder River County,1716,-105.6301907,45.39499178
72,75,NA,NA,Juana Díaz Municipio,NA,-66.49037153,17.99721842
55,91,Wisconsin,Pepin County,Pepin County,7289,-92.0015497,44.58291654
4,1,Arizona,Apache County,Apache County,71818,-109.4888541,35.39560314
29,121,Missouri,Macon County,Macon County,15153,-92.56460832,39.83080209
48,279,Texas,Lamb County,Lamb County,13158,-102.3517105,34.06862309
20,97,Kansas,Kiowa County,Kiowa County,2516,-99.2860476,37.55826392
48,15,Texas,Austin County,Austin County,29989,-96.27790894,29.88702414
29,61,Missouri,Daviess County,Daviess County,8313,-93.98546722,39.96074501
13,253,Georgia,Seminole County,Seminole County,8315,-84.86887011,30.93877794
26,101,Michigan,Manistee County,Manistee County,24528,-86.3641129,44.3428004
19,119,Iowa,Lyon County,Lyon County,11811,-96.21029239,43.38049696
48,233,Texas,Hutchinson County,Hutchinson County,21198,-101.3546994,35.84002597
40,139,Oklahoma,Texas County,Texas County,20455,-101.4900124,36.74791225
40,153,Oklahoma,Woodward County,Woodward County,20222,-99.26497065,36.42267312
19,3,Iowa,Adams County,Adams County,3645,-94.6991849,41.02898389
6,101,California,Sutter County,Sutter County,96807,-121.6948443,39.03452401
42,105,Pennsylvania,Potter County,Potter County,16622,-77.89581407,41.74492106
48,465,Texas,Val Verde County,Val Verde County,49208,-101.1517152,29.89296014
20,77,Kansas,Harper County,Harper County,5506,-98.07549558,37.19160487
19,133,Iowa,Monona County,Monona County,8679,-95.95992348,42.05166625
49,23,Utah,Juab County,Juab County,11555,-112.7847893,39.7027073
40,137,Oklahoma,Stephens County,Stephens County,43265,-97.85148428,34.48559262
36,17,New York,Chenango County,Chenango County,47536,-75.61157852,42.4935106
17,143,Illinois,Peoria County,Peoria County,180621,-89.75999031,40.78807744
19,91,Iowa,Humboldt County,Humboldt County,9547,-94.2071868,42.77646858
31,177,Nebraska,Washington County,Washington County,20667,-96.22202948,41.53103831
55,49,Wisconsin,Iowa County,Iowa County,23771,-90.13538403,43.00047444
27,97,Minnesota,Morrison County,Morrison County,33169,-94.26841531,46.01261769
42,3,Pennsylvania,Allegheny County,Allegheny County,1218452,-79.98119463,40.46883369
29,205,Missouri,Shelby County,Shelby County,6050,-92.07661574,39.79777601
39,97,Ohio,Madison County,Madison County,44413,-83.40019883,39.89402982
20,201,Kansas,Washington County,Washington County,5420,-97.08754345,39.78420119
17,19,Illinois,Champaign County,Champaign County,209983,-88.19919185,40.14008385
16,87,Idaho,Washington County,Washington County,10161,-116.7847813,44.45245477
17,45,Illinois,Edgar County,Edgar County,17360,-87.74557093,39.67853463
8,121,Colorado,Washington County,Washington County,4909,-103.2012529,39.97106179
39,65,Ohio,Hardin County,Hardin County,31480,-83.65943502,40.66151032
26,113,Michigan,Missaukee County,Missaukee County,15113,-85.09468174,44.33732037
38,93,North Dakota,Stutsman County,Stutsman County,20917,-98.95882827,46.97924675
29,203,Missouri,Shannon County,Shannon County,8189,-91.40051121,37.15739174
48,423,Texas,Smith County,Smith County,230221,-95.26918268,32.37503543
40,143,Oklahoma,Tulsa County,Tulsa County,648360,-95.94148163,36.12107761
40,91,Oklahoma,McIntosh County,McIntosh County,19815,-95.66683805,35.37366457
48,395,Texas,Robertson County,Robertson County,17284,-96.51278237,31.02706502
48,171,Texas,Gillespie County,Gillespie County,26804,-98.94648002,30.3180548
26,125,Michigan,Oakland County,Oakland County,1259201,-83.3858176,42.66039987
38,33,North Dakota,Golden Valley County,Golden Valley County,1769,-103.8468404,46.94017952
56,27,Wyoming,Niobrara County,Niobrara County,2388,-104.4753765,43.05649771
27,117,Minnesota,Pipestone County,Pipestone County,9047,-96.25864483,44.02299515
51,99,Virginia,King George County,King George County,26575,-77.15647525,38.27373798
53,25,Washington,Grant County,Grant County,97331,-119.4517617,47.20566468
27,129,Minnesota,Renville County,Renville County,14612,-94.94715031,44.7268149
12,1,Florida,Alachua County,Alachua County,269956,-82.35770149,29.67475506
31,91,Nebraska,Hooker County,Hooker County,682,-101.1353346,41.9159126
51,147,Virginia,Prince Edward County,Prince Edward County,22950,-78.44108281,37.22430215
49,7,Utah,Carbon County,Carbon County,20269,-110.5887981,39.64813837
42,17,Pennsylvania,Bucks County,Bucks County,628195,-75.10687228,40.33694647
46,59,South Dakota,Hand County,Hand County,3262,-99.00493178,44.54776491
42,81,Pennsylvania,Lycoming County,Lycoming County,113664,-77.06450624,41.34338187
16,57,Idaho,Latah County,Latah County,40134,-116.7117232,46.81617621
13,237,Georgia,Putnam County,Putnam County,21809,-83.37284136,33.32176737
51,640,Virginia,Galax city,Galax city,6423,-80.91758799,36.6660407
35,37,New Mexico,Quay County,Quay County,8253,-103.5497485,35.1043484
48,269,Texas,King County,King County,277,-100.2558501,33.61647578
5,73,Arkansas,Lafayette County,Lafayette County,6682,-93.60703899,33.24098109
48,451,Texas,Tom Green County,Tom Green County,118189,-100.4620728,31.40439932
12,49,Florida,Hardee County,Hardee County,27245,-81.80992581,27.49269816
39,25,Ohio,Clermont County,Clermont County,205466,-84.15191789,39.04743293
48,501,Texas,Yoakum County,Yoakum County,8591,-102.8277961,33.17297461
41,71,Oregon,Yamhill County,Yamhill County,107002,-123.3081627,45.23266712
19,115,Iowa,Louisa County,Louisa County,11169,-91.2596183,41.21850718
20,49,Kansas,Elk County,Elk County,2508,-96.24408665,37.45368811
39,121,Ohio,Noble County,Noble County,14354,-81.45556061,39.76595887
39,137,Ohio,Putnam County,Putnam County,33780,-84.13173193,41.02208073
48,425,Texas,Somervell County,Somervell County,9016,-97.7743354,32.22228826
42,75,Pennsylvania,Lebanon County,Lebanon County,141314,-76.45771197,40.36723177
30,35,Montana,Glacier County,Glacier County,13747,-112.9947089,48.70503378
32,27,Nevada,Pershing County,Pershing County,6666,-118.4044381,40.44035788
27,87,Minnesota,Mahnomen County,Mahnomen County,5519,-95.80904779,47.32523813
34,31,New Jersey,Passaic County,Passaic County,503310,-74.30077574,41.03430608
30,47,Montana,Lake County,Lake County,30250,-114.0893743,47.64590643
48,261,Texas,Kenedy County,Kenedy County,442,-97.63646116,26.92802288
48,33,Texas,Borden County,Borden County,648,-101.4317488,32.74369415
29,157,Missouri,Perry County,Perry County,19150,-89.82441109,37.70713667
48,411,Texas,San Saba County,San Saba County,6054,-98.81757606,31.15519773
40,73,Oklahoma,Kingfisher County,Kingfisher County,15816,-97.94210863,35.94539115
48,51,Texas,Burleson County,Burleson County,18389,-96.62145674,30.49247539
36,35,New York,Fulton County,Fulton County,53591,-74.42217481,43.11384685
28,133,Mississippi,Sunflower County,Sunflower County,25735,-90.58861863,33.60231289
27,53,Minnesota,Hennepin County,Hennepin County,1259428,-93.47688408,45.00457571
42,27,Pennsylvania,Centre County,Centre County,162805,-77.81996016,40.91934578
48,25,Texas,Bee County,Bee County,32587,-97.74119013,28.41739323
47,77,Tennessee,Henderson County,Henderson County,27847,-88.38798693,35.65425706
19,171,Iowa,Tama County,Tama County,16904,-92.53254251,42.07981169
20,175,Kansas,Seward County,Seward County,21780,-100.8512858,37.19330148
19,135,Iowa,Monroe County,Monroe County,7790,-92.86898766,41.02978259
31,147,Nebraska,Richardson County,Richardson County,7937,-95.71753054,40.1250639
17,21,Illinois,Christian County,Christian County,32661,-89.27726813,39.54579331
12,89,Florida,Nassau County,Nassau County,85832,-81.77141791,30.6105781
12,133,Florida,Washington County,Washington County,24880,-85.66532872,30.61059233
13,7,Georgia,Baker County,Baker County,3092,-84.44466947,31.32618393
13,275,Georgia,Thomas County,Thomas County,44448,-83.91931341,30.86368155
21,5,Kentucky,Anderson County,Anderson County,22663,-84.99100458,38.00391341
21,185,Kentucky,Oldham County,Oldham County,66470,-85.44836605,38.39944162
13,57,Georgia,Cherokee County,Cherokee County,254149,-84.47619342,34.24393837
38,65,North Dakota,Oliver County,Oliver County,1952,-101.3403606,47.11528397
26,133,Michigan,Osceola County,Osceola County,23341,-85.32528759,43.9898287
47,109,Tennessee,McNairy County,McNairy County,25832,-88.56363988,35.17545316
53,1,Washington,Adams County,Adams County,19759,-118.5606331,46.98334382
29,57,Missouri,Dade County,Dade County,7569,-93.85028836,37.43204257
22,101,Louisiana,St. Mary Parish,St. Mary Parish,49774,-91.47292635,29.63462339
50,7,Vermont,Chittenden County,Chittenden County,164572,-73.0809206,44.46098059
72,45,NA,NA,Comerío Municipio,NA,-66.22181926,18.22474269
15,9,Hawaii,Maui County,Maui County,167207,-156.6170588,20.86773541
22,57,Louisiana,Lafourche Parish,Lafourche Parish,98115,-90.40259453,29.50033224
19,139,Iowa,Muscatine County,Muscatine County,42929,-91.11275625,41.48392205
12,113,Florida,Santa Rosa County,Santa Rosa County,179349,-87.0184494,30.69290383
18,101,Indiana,Martin County,Martin County,10217,-86.80306547,38.70801119
21,203,Kentucky,Rockcastle County,Rockcastle County,16750,-84.31594146,37.36517817
21,223,Kentucky,Trimble County,Trimble County,8515,-85.33756811,38.61303275
13,55,Georgia,Chattooga County,Chattooga County,24790,-85.34529136,34.47501526
45,33,South Carolina,Dillon County,Dillon County,30599,-79.37889862,34.39158317
37,103,North Carolina,Jones County,Jones County,9637,-77.35516798,35.02172479
29,199,Missouri,Scotland County,Scotland County,4966,-92.14704746,40.45259905
20,131,Kansas,Nemaha County,Nemaha County,10155,-96.01410166,39.78344761
20,137,Kansas,Norton County,Norton County,5430,-99.90347688,39.78438533
72,7,NA,NA,Aguas Buenas Municipio,NA,-66.12734649,18.25107361
72,33,NA,NA,Cataño Municipio,NA,-66.13883926,18.44156844
31,65,Nebraska,Furnas County,Furnas County,4715,-99.91227324,40.17646588
13,87,Georgia,Decatur County,Decatur County,26575,-84.57907015,30.87834411
18,177,Indiana,Wayne County,Wayne County,65936,-85.00987614,39.86441646
21,9,Kentucky,Barren County,Barren County,44176,-85.93366332,36.96558118
31,93,Nebraska,Howard County,Howard County,6468,-98.51709464,41.22003861
38,25,North Dakota,Dunn County,Dunn County,4332,-102.6182436,47.35675228
6,5,California,Amador County,Amador County,39383,-120.6511156,38.4463895
47,49,Tennessee,Fentress County,Fentress County,18217,-84.93245852,36.38049336
20,31,Kansas,Coffey County,Coffey County,8233,-95.7341118,38.23683794
26,23,Michigan,Branch County,Branch County,43622,-85.05904436,41.91611865
51,31,Virginia,Campbell County,Campbell County,54973,-79.0965107,37.2053604
39,105,Ohio,Meigs County,Meigs County,23106,-82.02290036,39.08224092
54,67,West Virginia,Nicholas County,Nicholas County,24842,-80.79932809,38.29170146
40,53,Oklahoma,Grant County,Grant County,4326,-97.78615591,36.79614362
46,115,South Dakota,Spink County,Spink County,6495,-98.34618998,44.93801537
50,27,Vermont,Windsor County,Windsor County,55286,-72.5861606,43.58002359
48,455,Texas,Trinity County,Trinity County,14740,-95.13551055,31.0888152
35,1,New Mexico,Bernalillo County,Bernalillo County,678701,-106.6701987,35.05135541
13,205,Georgia,Mitchell County,Mitchell County,22192,-84.19430883,31.22531969
15,1,Hawaii,Hawaii County,Hawaii County,200983,-155.5228859,19.60239682
21,147,Kentucky,McCreary County,McCreary County,17408,-84.48417447,36.73714152
21,191,Kentucky,Pendleton County,Pendleton County,14529,-84.36027218,38.69562765
21,215,Kentucky,Spencer County,Spencer County,18794,-85.32784882,38.03251014
30,41,Montana,Hill County,Hill County,16347,-110.1112394,48.62820366
31,175,Nebraska,Valley County,Valley County,4190,-98.9819022,41.56730588
48,69,Texas,Castro County,Castro County,7665,-102.2616699,34.52995823
24,43,Maryland,Washington County,Washington County,150926,-77.81398066,39.60367468
21,133,Kentucky,Letcher County,Letcher County,21899,-82.85528229,37.12119231
34,33,New Jersey,Salem County,Salem County,62607,-75.35798569,39.57677517
51,680,Virginia,Lynchburg city,Lynchburg city,82126,-79.1908563,37.40028486
5,125,Arkansas,Saline County,Saline County,121421,-92.67657285,34.64661813
54,53,West Virginia,Mason County,Mason County,26718,-82.02653805,38.7697358
54,21,West Virginia,Gilmer County,Gilmer County,8026,-80.85708363,38.92406177
28,63,Mississippi,Jefferson County,Jefferson County,7106,-91.03717872,31.73420539
38,79,North Dakota,Rolette County,Rolette County,14301,-99.84098669,48.77245066
30,103,Montana,Treasure County,Treasure County,679,-107.2716232,46.21146985
21,49,Kentucky,Clark County,Clark County,36249,-84.14739941,37.97085187
72,101,NA,NA,Morovis Municipio,NA,-66.42029276,18.31708446
26,5,Michigan,Allegan County,Allegan County,117327,-86.29176519,42.59367327
47,5,Tennessee,Benton County,Benton County,16184,-88.06827317,36.0697842
27,15,Minnesota,Brown County,Brown County,25111,-94.72758186,44.24213769
47,137,Tennessee,Pickett County,Pickett County,5082,-85.07498983,36.55840926
51,109,Virginia,Louisa County,Louisa County,36778,-77.96285728,37.9781813
18,145,Indiana,Shelby County,Shelby County,44593,-85.7917004,39.52369219
39,49,Ohio,Franklin County,Franklin County,1310300,-83.00929816,39.96954601
49,21,Utah,Iron County,Iron County,52775,-113.2894658,37.85919313
32,9,Nevada,Esmeralda County,Esmeralda County,826,-117.632366,37.78469655
26,83,Michigan,Keweenaw County,Keweenaw County,2113,-88.25215081,47.7152823
49,39,Utah,Sanpete County,Sanpete County,30623,-111.5763549,39.37391608
20,93,Kansas,Kearny County,Kearny County,3943,-101.3198608,38.00019653
12,9,Florida,Brevard County,Brevard County,596849,-80.70120548,28.30031414
18,105,Indiana,Monroe County,Monroe County,146917,-86.52313733,39.16091767
19,117,Iowa,Lucas County,Lucas County,8645,-93.32772066,41.02937379
21,239,Kentucky,Woodford County,Woodford County,26533,-84.74360315,38.04239083
45,53,South Carolina,Jasper County,Jasper County,28971,-81.02327308,32.42198062
48,43,Texas,Brewster County,Brewster County,9267,-103.2517559,29.81194977
45,65,South Carolina,McCormick County,McCormick County,9410,-82.30987745,33.89954998
45,87,South Carolina,Union County,Union County,27410,-81.61941543,34.68928158
27,103,Minnesota,Nicollet County,Nicollet County,34220,-94.24738798,44.34987843
55,75,Wisconsin,Marinette County,Marinette County,40434,-88.00222052,45.35089561
53,11,Washington,Clark County,Clark County,481857,-122.482578,45.77914457
55,99,Wisconsin,Price County,Price County,13397,-90.36144923,45.68038369
18,103,Indiana,Miami County,Miami County,35567,-86.04502307,40.76950401
20,53,Kansas,Ellsworth County,Ellsworth County,6196,-98.20473029,38.69662767
22,123,Louisiana,West Carroll Parish,West Carroll Parish,10982,-91.45673824,32.78856054
12,77,Florida,Liberty County,Liberty County,8457,-84.88291116,30.24136315
20,83,Kansas,Hodgeman County,Hodgeman County,1818,-99.897936,38.08748385
20,119,Kansas,Meade County,Meade County,4146,-100.3661803,37.23819641
21,149,Kentucky,McLean County,McLean County,9252,-87.26360664,37.52918951
28,1,Mississippi,Adams County,Adams County,31192,-91.35349826,31.48294286
72,83,NA,NA,Las Marías Municipio,NA,-66.983415,18.23709042
28,57,Mississippi,Itawamba County,Itawamba County,23517,-88.36132284,34.27998675
21,73,Kentucky,Franklin County,Franklin County,50815,-84.87706818,38.23914774
23,9,Maine,Hancock County,Hancock County,54811,-68.36820797,44.56288677
23,13,Maine,Knox County,Knox County,39771,-69.01554749,44.02729874
13,217,Georgia,Newton County,Newton County,109541,-83.85018655,33.55504896
46,49,South Dakota,Faulk County,Faulk County,2330,-99.14525444,45.071011
26,61,Michigan,Houghton County,Houghton County,36219,-88.65205795,46.99154394
30,61,Montana,Mineral County,Mineral County,4316,-114.9983387,47.14719836
47,51,Tennessee,Franklin County,Franklin County,41890,-86.09217521,35.15496082
22,29,Louisiana,Concordia Parish,Concordia Parish,19572,-91.640055,31.44583594
22,63,Louisiana,Livingston Parish,Livingston Parish,139567,-90.72790743,30.4401361
25,9,Massachusetts,Essex County,Essex County,790638,-70.86791389,42.638915
46,19,South Dakota,Butte County,Butte County,10222,-103.5080403,44.90584084
8,35,Colorado,Douglas County,Douglas County,342776,-104.9295611,39.32972303
45,79,South Carolina,Richland County,Richland County,414576,-80.90303816,34.02181111
18,95,Indiana,Madison County,Madison County,129641,-85.71934516,40.16165562
40,99,Oklahoma,Murray County,Murray County,13953,-97.06792003,34.48232869
54,9,West Virginia,Brooke County,Brooke County,22203,-80.57642031,40.27381815
54,13,West Virginia,Calhoun County,Calhoun County,7254,-81.11757183,38.84449818
51,21,Virginia,Bland County,Bland County,6293,-81.13021392,37.13398639
30,111,Montana,Yellowstone County,Yellowstone County,160137,-108.2744184,45.93733467
54,43,West Virginia,Lincoln County,Lincoln County,20599,-82.07039223,38.17536454
6,33,California,Lake County,Lake County,64382,-122.7531839,39.09964534
13,131,Georgia,Grady County,Grady County,24748,-84.23442635,30.87467283
8,21,Colorado,Conejos County,Conejos County,8200,-106.191628,37.20068753
49,37,Utah,San Juan County,San Juan County,15449,-109.804621,37.62592187
18,133,Indiana,Putnam County,Putnam County,37779,-86.84499977,39.66626179
16,47,Idaho,Gooding County,Gooding County,15196,-114.8115149,42.9710217
47,167,Tennessee,Tipton County,Tipton County,61581,-89.75924414,35.49686987
22,121,Louisiana,West Baton Rouge Parish,West Baton Rouge Parish,26427,-91.31274667,30.46341479
29,171,Missouri,Putnam County,Putnam County,4757,-93.01612679,40.4789084
56,39,Wyoming,Teton County,Teton County,23081,-110.5898097,43.93463742
55,43,Wisconsin,Grant County,Grant County,51554,-90.70622042,42.86748188
38,59,North Dakota,Morton County,Morton County,31095,-101.2811668,46.71605686
37,41,North Carolina,Chowan County,Chowan County,14029,-76.60213037,36.12656154
37,21,North Carolina,Buncombe County,Buncombe County,259103,-82.53010682,35.61120703
6,63,California,Plumas County,Plumas County,18804,-120.8385976,40.00468248
51,730,Virginia,Petersburg city,Petersburg city,31567,-77.39133755,37.20426601
50,23,Vermont,Washington County,Washington County,58140,-72.61497835,44.27338448
46,93,South Dakota,Meade County,Meade County,28294,-102.716866,44.56683192
18,97,Indiana,Marion County,Marion County,954670,-86.1384717,39.78170968
5,17,Arkansas,Chicot County,Chicot County,10438,-91.29397282,33.26725532
13,21,Georgia,Bibb County,Bibb County,153095,-83.69742002,32.80649823
72,59,NA,NA,Guayanilla Municipio,NA,-66.7971292,18.00711985
72,131,NA,NA,San Sebastián Municipio,NA,-66.9712187,18.32872637
5,115,Arkansas,Pope County,Pope County,64000,-93.03416006,35.4476331
51,175,Virginia,Southampton County,Southampton County,17586,-77.10610076,36.72040004
48,183,Texas,Gregg County,Gregg County,123707,-94.81694779,32.4804706
36,87,New York,Rockland County,Rockland County,325695,-74.02406549,41.15246359
5,89,Arkansas,Marion County,Marion County,16722,-92.68422022,36.2683475
51,800,Virginia,Suffolk city,Suffolk city,91185,-76.634046,36.70184327
8,41,Colorado,El Paso County,El Paso County,713856,-104.5255846,38.83208909
29,187,Missouri,St. Francois County,St. Francois County,66692,-90.4722676,37.81028305
48,475,Texas,Ward County,Ward County,11720,-103.1024252,31.50946555
8,61,Colorado,Kiowa County,Kiowa County,1383,-102.7403405,38.43268514
48,487,Texas,Wilbarger County,Wilbarger County,12820,-99.24107851,34.0807175
41,15,Oregon,Curry County,Curry County,22813,-124.2152207,42.46658056
8,119,Colorado,Teller County,Teller County,25083,-105.1618264,38.88217205
29,49,Missouri,Clinton County,Clinton County,20470,-94.40459428,39.60178026
49,51,Utah,Wasatch County,Wasatch County,33240,-111.168184,40.3307738
16,29,Idaho,Caribou County,Caribou County,7060,-111.5622153,42.77051809
37,157,North Carolina,Rockingham County,Rockingham County,90690,-79.77498744,36.39601275
5,117,Arkansas,Prairie County,Prairie County,8074,-91.55277197,34.82978872
5,11,Arkansas,Bradley County,Bradley County,10897,-92.16240165,33.46642244
48,193,Texas,Hamilton County,Hamilton County,8484,-98.11072585,31.70480305
24,11,Maryland,Caroline County,Caroline County,33304,-75.83160096,38.87172181
27,41,Minnesota,Douglas County,Douglas County,37964,-95.45352368,45.93371633
30,43,Montana,Jefferson County,Jefferson County,12097,-112.0937846,46.14845994
51,59,Virginia,Fairfax County,Fairfax County,1150795,-77.27621945,38.834565
30,23,Montana,Deer Lodge County,Deer Lodge County,9131,-113.067842,46.06077017
47,1,Tennessee,Anderson County,Anderson County,76482,-84.198463,36.11844263
39,77,Ohio,Huron County,Huron County,58504,-82.59840828,41.14615393
13,5,Georgia,Bacon County,Bacon County,11185,-82.4526851,31.55367483
10,1,Delaware,Kent County,Kent County,178550,-75.50461361,39.09595434
39,173,Ohio,Wood County,Wood County,130696,-83.622988,41.36169074
13,157,Georgia,Jackson County,Jackson County,70422,-83.56634891,34.13388219
20,3,Kansas,Anderson County,Anderson County,7878,-95.29332853,38.21420483
17,95,Illinois,Knox County,Knox County,50112,-90.21325868,40.93181746
30,107,Montana,Wheatland County,Wheatland County,2236,-109.8445223,46.46628094
47,15,Tennessee,Cannon County,Cannon County,14462,-86.06174059,35.80867685
23,7,Maine,Franklin County,Franklin County,29897,-70.44407665,44.97416018
21,165,Kentucky,Menifee County,Menifee County,6451,-83.59887192,37.94137797
46,89,South Dakota,McPherson County,McPherson County,2407,-99.22145539,45.76637364
8,51,Colorado,Gunnison County,Gunnison County,17246,-107.0317001,38.66679771
26,29,Michigan,Charlevoix County,Charlevoix County,26244,-85.37325022,45.50249768
27,151,Minnesota,Swift County,Swift County,9345,-95.68143939,45.2827089
39,147,Ohio,Seneca County,Seneca County,55207,-83.12770544,41.12387958
13,267,Georgia,Tattnall County,Tattnall County,25391,-82.05817588,32.0457484
48,429,Texas,Stephens County,Stephens County,9433,-98.83617316,32.73586502
37,117,North Carolina,Martin County,Martin County,22671,-77.10923226,35.84321399
30,81,Montana,Ravalli County,Ravalli County,43172,-114.1207589,46.08167405
13,317,Georgia,Wilkes County,Wilkes County,9876,-82.74322671,33.7819452
53,43,Washington,Lincoln County,Lincoln County,10740,-118.418729,47.57621612
6,81,California,San Mateo County,San Mateo County,769545,-122.3556632,37.43620973
39,171,Ohio,Williams County,Williams County,36804,-84.58813789,41.56028758
8,9,Colorado,Baca County,Baca County,3585,-102.5604766,37.3191788
16,21,Idaho,Boundary County,Boundary County,11948,-116.462903,48.76689396
16,7,Idaho,Bear Lake County,Bear Lake County,6050,-111.3297388,42.28478724
39,159,Ohio,Union County,Union County,57835,-83.37158113,40.29940339
39,35,Ohio,Cuyahoga County,Cuyahoga County,1243857,-81.70019593,41.63505906
48,285,Texas,Lavaca County,Lavaca County,20110,-96.9301525,29.38435445
40,105,Oklahoma,Nowata County,Nowata County,10218,-95.61739936,36.79848077
13,125,Georgia,Glascock County,Glascock County,2995,-82.61070223,33.22927997
41,59,Oregon,Umatilla County,Umatilla County,77516,-118.7367847,45.59197731
46,102,South Dakota,Oglala Lakota County,Oglala Lakota County,14309,-102.5516172,43.3355805
20,117,Kansas,Marshall County,Marshall County,9722,-96.52293675,39.78362605
22,65,Louisiana,Madison Parish,Madison Parish,11161,-91.24258307,32.36440341
30,105,Montana,Valley County,Valley County,7437,-106.6674424,48.36535427
13,313,Georgia,Whitfield County,Whitfield County,104062,-84.96722063,34.80561155
20,203,Kansas,Wichita County,Wichita County,2105,-101.3473557,38.48208454
46,23,South Dakota,Charles Mix County,Charles Mix County,9338,-98.58789386,43.20790705
31,27,Nebraska,Cedar County,Cedar County,8446,-97.252401,42.59926192
53,35,Washington,Kitsap County,Kitsap County,269805,-122.6491764,47.63964662
17,111,Illinois,McHenry County,McHenry County,308570,-88.45244998,42.32438724
30,69,Montana,Petroleum County,Petroleum County,513,-108.2502169,47.11754068
29,33,Missouri,Carroll County,Carroll County,8743,-93.50517578,39.42698149
53,75,Washington,Whitman County,Whitman County,49791,-117.5230577,46.90120203
27,147,Minnesota,Steele County,Steele County,36803,-93.22604111,44.02234375
31,169,Nebraska,Thayer County,Thayer County,5039,-97.5949196,40.17628562
47,33,Tennessee,Crockett County,Crockett County,14328,-89.13952815,35.81353848
19,79,Iowa,Hamilton County,Hamilton County,14952,-93.70680859,42.38377217
39,165,Ohio,Warren County,Warren County,232173,-84.16675827,39.42758199
13,255,Georgia,Spalding County,Spalding County,66100,-84.28415966,33.26086852
34,19,New Jersey,Hunterdon County,Hunterdon County,124714,-74.91224777,40.5672969
29,217,Missouri,Vernon County,Vernon County,20528,-94.34244154,37.85058159
18,121,Indiana,Parke County,Parke County,16927,-87.20635979,39.77362496
19,69,Iowa,Franklin County,Franklin County,10124,-93.26247298,42.73254586
13,35,Georgia,Butts County,Butts County,24193,-83.95716951,33.28785074
8,39,Colorado,Elbert County,Elbert County,26282,-104.1358915,39.28656003
44,1,Rhode Island,Bristol County,Bristol County,48649,-71.28607125,41.70551774
48,35,Texas,Bosque County,Bosque County,18691,-97.63434907,31.90040245
44,5,Rhode Island,Newport County,Newport County,82542,-71.2809787,41.49981093
39,45,Ohio,Fairfield County,Fairfield County,155782,-82.63058909,39.75159867
38,69,North Dakota,Pierce County,Pierce County,4081,-99.97181799,48.24960419
17,15,Illinois,Carroll County,Carroll County,14312,-89.93441326,42.06868574
