STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude
26,155,Michigan,Shiawassee County,Shiawassee County,68192,-84.1467311,42.95373387
20,89,Kansas,Jewell County,Jewell County,2841,-98.21834087,39.78473208
20,123,Kansas,Mitchell County,Mitchell County,6150,-98.20936482,39.39326593
12,7,Florida,Bradford County,Bradford County,27732,-82.16877777,29.94995957
28,91,Mississippi,Marion County,Marion County,24715,-89.82244299,31.23081713
28,39,Mississippi,George County,George County,24250,-88.64403459,30.86260679
17,85,Illinois,Jo Daviess County,Jo Daviess County,21366,-90.21258644,42.36581608
18,59,Indiana,Hancock County,Hancock County,76351,-85.77323764,39.82354999
51,620,Virginia,Franklin city,Franklin city,8013,-76.93858455,36.68309149
48,329,Texas,Midland County,Midland County,172578,-102.0316093,31.86915995
20,171,Kansas,Scott County,Scott County,4897,-100.906859,38.48216936
30,13,Montana,Cascade County,Cascade County,81643,-111.3470459,47.30795445
51,660,Virginia,Harrisonburg city,Harrisonburg city,54033,-78.87347925,38.43618806
17,199,Illinois,Williamson County,Williamson County,67056,-88.92993704,37.73024714
30,29,Montana,Flathead County,Flathead County,102106,-114.0496737,48.29512655
72,111,NA,NA,Peñuelas Municipio,NA,-66.72794638,18.02444444
20,189,Kansas,Stevens County,Stevens County,5559,-101.3120454,37.19231912
21,67,Kentucky,Fayette County,Fayette County,323780,-84.45872219,38.04233026
21,91,Kentucky,Hancock County,Hancock County,8758,-86.77792521,37.84150873
46,13,South Dakota,Brown County,Brown County,39316,-98.3516118,45.58972298
54,1,West Virginia,Barbour County,Barbour County,16535,-80.00302888,39.13293387
47,181,Tennessee,Wayne County,Wayne County,16558,-87.78801397,35.23991712
31,13,Nebraska,Box Butte County,Box Butte County,10772,-103.0856819,42.21976726
42,97,Pennsylvania,Northumberland County,Northumberland County,91083,-76.70932162,40.85199078
48,469,Texas,Victoria County,Victoria County,92035,-96.97152528,28.79635149
51,530,Virginia,Buena Vista city,Buena Vista city,6237,-79.35682866,37.73192777
26,147,Michigan,St. Clair County,St. Clair County,159337,-82.66436772,42.93112197
31,173,Nebraska,Thurston County,Thurston County,7303,-96.54409721,42.15818606
50,15,Vermont,Lamoille County,Lamoille County,25300,-72.64142911,44.60573056
51,67,Virginia,Franklin County,Franklin County,56195,-79.88106542,36.99195512
40,11,Oklahoma,Blaine County,Blaine County,9485,-98.43345732,35.87525139
53,37,Washington,Kittitas County,Kittitas County,47364,-120.6796832,47.12426615
18,135,Indiana,Randolph County,Randolph County,24851,-85.01131041,40.15763955
49,25,Utah,Kane County,Kane County,7709,-111.8877663,37.28509939
54,93,West Virginia,Tucker County,Tucker County,6955,-79.56497417,39.11359529
72,113,NA,NA,Ponce Municipio,NA,-66.60725882,18.00272664
55,23,Wisconsin,Crawford County,Crawford County,16291,-90.9310479,43.2394623
1,71,Alabama,Jackson County,Jackson County,51736,-85.99930054,34.779416
19,123,Iowa,Mahaska County,Mahaska County,22000,-92.64090936,41.33520346
20,45,Kansas,Douglas County,Douglas County,121436,-95.29260631,38.88465945
21,59,Kentucky,Daviess County,Daviess County,101104,-87.08722663,37.73177161
21,197,Kentucky,Powell County,Powell County,12442,-83.82377476,37.83114552
29,97,Missouri,Jasper County,Jasper County,120636,-94.34060531,37.20354731
41,61,Oregon,Union County,Union County,26461,-118.0087777,45.31022514
13,151,Georgia,Henry County,Henry County,230220,-84.15418401,33.45298562
38,1,North Dakota,Adams County,Adams County,2294,-102.5285304,46.0968419
37,137,North Carolina,Pamlico County,Pamlico County,12670,-76.66945984,35.15102123
21,83,Kentucky,Graves County,Graves County,37317,-88.65120577,36.7231382
42,21,Pennsylvania,Cambria County,Cambria County,131730,-78.71370329,40.49529401
47,107,Tennessee,McMinn County,McMinn County,53285,-84.61747389,35.42474638
26,93,Michigan,Livingston County,Livingston County,191224,-83.91152775,42.60291744
8,1,Colorado,Adams County,Adams County,511868,-104.3378006,39.87364021
42,69,Pennsylvania,Lackawanna County,Lackawanna County,210793,-75.60919565,41.43678632
40,123,Oklahoma,Pontotoc County,Pontotoc County,38247,-96.68443856,34.72800016
40,37,Oklahoma,Creek County,Creek County,71604,-96.37094151,35.90267832
48,457,Texas,Tyler County,Tyler County,21696,-94.37659393,30.77123215
47,175,Tennessee,Van Buren County,Van Buren County,5765,-85.4526142,35.69598146
40,125,Oklahoma,Pottawatomie County,Pottawatomie County,72679,-96.94830096,35.20672132
9,13,Connecticut,Tolland County,Tolland County,150921,-72.33650168,41.85506598
35,53,New Mexico,Socorro County,Socorro County,16735,-106.9303992,34.00718796
13,3,Georgia,Atkinson County,Atkinson County,8297,-82.8799929,31.29710834
12,31,Florida,Duval County,Duval County,950181,-81.64800883,30.33544086
48,145,Texas,Falls County,Falls County,17335,-96.93584709,31.25327166
5,149,Arkansas,Yell County,Yell County,21535,-93.4112494,35.00259719
20,33,Kansas,Comanche County,Comanche County,1748,-99.27187147,37.1912804
21,113,Kentucky,Jessamine County,Jessamine County,53920,-84.58093725,37.87205132
21,171,Kentucky,Monroe County,Monroe County,10718,-85.7165196,36.71218028
40,75,Oklahoma,Kiowa County,Kiowa County,8729,-98.98087029,34.91636755
46,79,South Dakota,Lake County,Lake County,13057,-97.12937637,44.02204427
37,33,North Carolina,Caswell County,Caswell County,22698,-79.33352348,36.39327422
48,377,Texas,Presidio County,Presidio County,6948,-104.2405217,29.99980267
39,57,Ohio,Greene County,Greene County,167995,-83.88988556,39.69147942
48,489,Texas,Willacy County,Willacy County,21515,-97.59182561,26.47700594
72,21,NA,NA,Bayamón Municipio,NA,-66.16833657,18.34963688
35,28,New Mexico,Los Alamos County,Los Alamos County,19101,-106.3073851,35.86938138
2,122,Alaska,Kenai Peninsula Borough,Kenai Peninsula Borough,58533,-151.6980581,60.11940764
1,3,Alabama,Baldwin County,Baldwin County,218022,-87.74984468,30.66097399
19,7,Iowa,Appanoose County,Appanoose County,12437,-92.86861042,40.74316347
78,10,NA,NA,St. Croix Island,NA,-64.74793574,17.73561337
51,127,Virginia,New Kent County,New Kent County,22391,-76.99734005,37.50521123
13,263,Georgia,Talbot County,Talbot County,6272,-84.53301018,32.6994863
36,49,New York,Lewis County,Lewis County,26447,-75.4487945,43.78469143
54,15,West Virginia,Clay County,Clay County,8632,-81.07508747,38.462532
18,77,Indiana,Jefferson County,Jefferson County,32208,-85.43857288,38.78582266
51,19,Virginia,Bedford County,Bedford County,78747,-79.52417243,37.31515238
35,33,New Mexico,Mora County,Mora County,4506,-104.945551,36.01052565
31,11,Nebraska,Boone County,Boone County,5239,-98.06725553,41.70678472
29,149,Missouri,Oregon County,Oregon County,10541,-91.40329496,36.68671588
47,83,Tennessee,Houston County,Houston County,8263,-87.71703563,36.28597166
42,131,Pennsylvania,Wyoming County,Wyoming County,27046,-76.01655144,41.51832948
37,107,North Carolina,Lenoir County,Lenoir County,55976,-77.64124863,35.23877316
18,167,Indiana,Vigo County,Vigo County,107386,-87.38996445,39.4306386
18,39,Indiana,Elkhart County,Elkhart County,205560,-85.85875528,41.59738449
51,77,Virginia,Grayson County,Grayson County,15631,-81.22489107,36.65651744
48,303,Texas,Lubbock County,Lubbock County,307412,-101.8205458,33.61020612
27,93,Minnesota,Meeker County,Meeker County,23141,-94.52730947,45.12311524
39,5,Ohio,Ashland County,Ashland County,53745,-82.2706917,40.84601938
31,119,Nebraska,Madison County,Madison County,35392,-97.6007791,41.9166981
12,85,Florida,Martin County,Martin County,160912,-80.39847042,27.08162109
8,79,Colorado,Mineral County,Mineral County,776,-106.9240946,37.66899568
13,85,Georgia,Dawson County,Dawson County,25083,-84.17063568,34.44429808
13,167,Georgia,Johnson County,Johnson County,9708,-82.6600811,32.70146505
5,95,Arkansas,Monroe County,Monroe County,6900,-91.20389154,34.67783837
29,59,Missouri,Dallas County,Dallas County,16762,-93.02365539,37.6804065
51,143,Virginia,Pittsylvania County,Pittsylvania County,60949,-79.39711939,36.82129773
2,68,Alaska,Denali Borough,Denali Borough,2059,-150.0117147,63.67164195
20,145,Kansas,Pawnee County,Pawnee County,6562,-99.23672935,38.18133078
20,209,Kansas,Wyandotte County,Wyandotte County,165324,-94.76447844,39.11464534
12,29,Florida,Dixie County,Dixie County,16700,-83.18703245,29.58124153
26,157,Michigan,Tuscola County,Tuscola County,52516,-83.43986858,43.49134253
2,240,Alaska,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,6918,-143.2119923,63.87629598
20,65,Kansas,Graham County,Graham County,2492,-99.88325263,39.34971604
22,97,Louisiana,St. Landry Parish,St. Landry Parish,82764,-92.00585686,30.5988511
47,55,Tennessee,Giles County,Giles County,29503,-87.03477737,35.2021509
39,95,Ohio,Lucas County,Lucas County,429899,-83.46826702,41.68418653
5,93,Arkansas,Mississippi County,Mississippi County,41239,-90.05416597,35.7639015
72,117,NA,NA,Rincón Municipio,NA,-67.26468432,18.33927105
18,43,Indiana,Floyd County,Floyd County,77781,-85.90683072,38.31892863
20,129,Kansas,Morton County,Morton County,2667,-101.7992521,37.19139581
21,81,Kentucky,Grant County,Grant County,25121,-84.62461391,38.64881622
21,217,Kentucky,Taylor County,Taylor County,25549,-85.32783857,37.36645646
37,75,North Carolina,Graham County,Graham County,8484,-83.8335818,35.35017195
54,45,West Virginia,Logan County,Logan County,32607,-81.93534048,37.83153388
54,73,West Virginia,Pleasants County,Pleasants County,7507,-81.16062967,39.3709376
51,71,Virginia,Giles County,Giles County,16844,-80.70293686,37.31425659
54,19,West Virginia,Fayette County,Fayette County,43018,-81.08119208,38.02877756
53,61,Washington,Snohomish County,Snohomish County,814901,-121.7223467,48.04609535
35,15,New Mexico,Eddy County,Eddy County,57900,-104.3044658,32.47146286
31,117,Nebraska,McPherson County,McPherson County,492,-101.0605304,41.56808446
31,145,Nebraska,Red Willow County,Red Willow County,10726,-100.4768648,40.17583052
31,149,Nebraska,Rock County,Rock County,1360,-99.44992974,42.42128813
47,85,Tennessee,Humphreys County,Humphreys County,18486,-87.77563336,36.04081888
17,125,Illinois,Mason County,Mason County,13565,-89.9167838,40.23964842
51,197,Virginia,Wythe County,Wythe County,28754,-81.07866813,36.91711222
13,303,Georgia,Washington County,Washington County,20386,-82.79589917,32.96953574
53,77,Washington,Yakima County,Yakima County,251446,-120.7384906,46.45702651
5,143,Arkansas,Washington County,Washington County,236961,-94.21557902,35.97906747
48,213,Texas,Henderson County,Henderson County,82299,-95.85357792,32.21190009
55,35,Wisconsin,Eau Claire County,Eau Claire County,104534,-91.28598159,44.72677465
47,153,Tennessee,Sequatchie County,Sequatchie County,14876,-85.41058691,35.37114775
48,471,Texas,Walker County,Walker County,72480,-95.57228393,30.73904486
4,5,Arizona,Coconino County,Coconino County,142854,-111.7705132,35.83873094
20,191,Kansas,Sumner County,Sumner County,22996,-97.47655021,37.23727534
26,127,Michigan,Oceana County,Oceana County,26625,-86.581772,43.64461713
27,65,Minnesota,Kanabec County,Kanabec County,16207,-93.29342506,45.94521679
39,7,Ohio,Ashtabula County,Ashtabula County,97493,-80.75901079,41.89638114
6,3,California,Alpine County,Alpine County,1101,-119.820653,38.59725063
48,167,Texas,Galveston County,Galveston County,337890,-94.86267178,29.37996694
1,11,Alabama,Bullock County,Bullock County,10138,-85.71569723,32.10055422
17,105,Illinois,Livingston County,Livingston County,35761,-88.55771731,40.89155713
39,135,Ohio,Preble County,Preble County,40997,-84.64801467,39.74152706
39,79,Ohio,Jackson County,Jackson County,32384,-82.61838294,39.01967219
48,201,Texas,Harris County,Harris County,4698619,-95.39234008,29.85727807
25,17,Massachusetts,Middlesex County,Middlesex County,1614714,-71.39173338,42.48553715
72,145,NA,NA,Vega Baja Municipio,NA,-66.39660302,18.45570085
48,115,Texas,Dawson County,Dawson County,12619,-101.9476844,32.7425261
36,69,New York,Ontario County,Ontario County,109864,-77.29982105,42.85284778
2,261,Alaska,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9164,-144.7601673,61.41689177
1,1,Alabama,Autauga County,Autauga County,55601,-86.64275732,32.53492076
20,121,Kansas,Miami County,Miami County,33680,-94.83805698,38.56358323
13,91,Georgia,Dodge County,Dodge County,20705,-83.16839998,32.17218245
36,23,New York,Cortland County,Cortland County,47823,-76.07026691,42.59500715
13,39,Georgia,Camden County,Camden County,53677,-81.63638477,30.92248808
26,161,Michigan,Washtenaw County,Washtenaw County,370963,-83.83877051,42.25322535
18,87,Indiana,LaGrange County,LaGrange County,39330,-85.42649791,41.64260626
48,371,Texas,Pecos County,Pecos County,15673,-102.7235703,30.78106051
13,225,Georgia,Peach County,Peach County,27297,-83.82687819,32.56877812
